All Transactions Activity Types

Account Activity for Individual Brokerage -xxxx from Prior Year

Total:,-125305.18

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
09/26/25,09/26/25,09/26/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-3942.57,0.0,--,--
09/26/25,09/26/25,09/26/25,Dividend,YIELDMAX UNIVERSE FO IN ETFS,YMAX,--,,,8.21,0.0,--,--
09/26/25,09/26/25,09/26/25,Dividend,YIELDMAX ULTRA OPTION INC,ULTY,--,,,0.92,0.0,--,--
09/26/25,09/26/25,09/26/25,Dividend,NEOS NASDAQ-100 HIGH INC ETF,QQQI,--,,,0.64,0.0,--,--
09/26/25,09/26/25,09/26/25,Transfer,INTERNAL FUND TRANSFER,--,--,,,20914.88,0.0,--,--
09/26/25,09/26/25,09/26/25,Transfer,INTERNAL FUND TRANSFER,--,--,,,-20914.88,0.0,--,--
09/26/25,09/26/25,09/29/25,Sold,ASANA INC CL A UNSOLICITED TRADE,ASAN,--,-1.0,14.05,14.05,0.0,--,--
09/25/25,09/25/25,09/25/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,203.8,0.0,--,--
09/25/25,09/25/25,09/25/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-203.8,0.0,--,--
09/25/25,09/25/25,09/25/25,Dividend,ROUNDHILL BITCOIN CC STR ETF,YBTC,--,,,4.92,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,YIELDMAX UNIVERSE FO IN ETFS UNSOLICITED TRADE,YMAX,--,100.0,12.55,-1255.0,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,10.0,53.6,-536.0,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,YIELDMAX UNIVERSE FO IN ETFS UNSOLICITED TRADE,YMAX,--,100.0,12.6,-1260.0,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,1.0,19.4,-19.4,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,100.0,30.17,-3017.0,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,100.0,30.07,-3007.0,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,YIELDMAX ULTRA OPTION INC UNSOLICITED TRADE,ULTY,--,90.0,5.44,-489.6,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,10.0,53.7,-537.0,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,90.0,30.62,-2755.8,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,ROUNDHILL BITCOIN CC STR ETF UNSOLICITED TRADE,YBTC,--,86.0,44.2,-3801.2,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,YIELDMAX ULTRA OPTION INC UNSOLICITED TRADE,ULTY,--,100.0,5.47,-547.0,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,100.0,31.0,-3100.0,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,1.0,53.7,-53.7,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,ROUNDHILL BITCOIN CC STR ETF UNSOLICITED TRADE,YBTC,--,100.0,44.25,-4425.0,0.0,--,--
09/25/25,09/25/25,09/26/25,Bought,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,1.0,53.75,-53.75,0.0,--,--
09/25/25,09/25/25,09/25/25,Wire In,INWIRE-20250925MMQFMP2M017510,--,--,,,147500.0,0.0,--,--
09/24/25,09/24/25,09/24/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,3823.16,0.0,--,--
09/24/25,09/24/25,09/24/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-3823.16,0.0,--,--
09/24/25,09/24/25,09/24/25,Transfer,CASH ADJUSTMENT Margin to Cash,--,--,,,1211.02,0.0,--,--
09/24/25,09/24/25,09/24/25,Transfer,CASH ADJUSTMENT Margin to Cash,--,--,,,-1211.02,0.0,--,--
09/24/25,09/24/25,09/25/25,Bought,HIMS & HERS HEALTH INC COM CL UNSOLICITED TRADE,HIMS,--,2.0,53.3,-106.6,0.0,--,--
09/24/25,09/24/25,09/25/25,Bought,C3 AI INC CL A UNSOLICITED TRADE,AI,--,2.0,18.14,-36.28,0.0,--,--
09/24/25,09/24/25,09/25/25,Sold,PROSHARES ULTRAPRO SHORT QQQ UNSOLICITED TRADE,SQQQ,--,-13.0,15.7,204.1,0.0,--,--
09/24/25,09/24/25,09/25/25,Bought,HIMS & HERS HEALTH INC COM CL UNSOLICITED TRADE,HIMS,--,1.0,54.0,-54.0,0.0,--,--
09/24/25,09/24/25,09/25/25,Sold,U S BANCORP COM NEW UNSOLICITED TRADE,USB,--,-1.0,49.57,49.57,0.0,--,--
09/24/25,09/24/25,09/25/25,Bought,ROUNDHILL BITCOIN CC STR ETF UNSOLICITED TRADE,YBTC,--,2.0,44.93,-89.86,0.0,--,--
09/24/25,09/24/25,09/25/25,Sold,WELLS FARGO & CO NEW UNSOLICITED TRADE,WFC,--,-1.0,85.27,85.27,0.0,--,--
09/24/25,09/24/25,09/25/25,Bought,CELSIUS HOLDINGS INC UNSOLICITED TRADE,CELH,--,5.0,51.2,-256.0,0.0,--,--
09/23/25,09/23/25,09/23/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,577.69,0.0,--,--
09/23/25,09/23/25,09/23/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-577.69,0.0,--,--
09/23/25,09/23/25,09/23/25,Online Transfer,ACH DEPOSIT  REFID:149318007906;,--,--,,,100000.0,0.0,--,--
09/23/25,09/23/25,09/24/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,10.0,33.33,-333.3,0.0,--,--
09/23/25,09/23/25,09/24/25,Bought,YIELDMAX ULTRA OPTION INC UNSOLICITED TRADE,ULTY,--,9.0,5.65,-50.85,0.0,--,--
09/23/25,09/23/25,09/24/25,Bought,ROUNDHILL BITCOIN CC STR ETF UNSOLICITED TRADE,YBTC,--,10.0,45.12,-451.2,0.0,--,--
09/23/25,09/23/25,09/24/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,32.0,33.57,-1074.24,0.0,--,--
09/23/25,09/23/25,09/24/25,Bought,YIELDMAX UNIVERSE FO IN ETFS UNSOLICITED TRADE,YMAX,--,99.0,12.98,-1285.02,0.0,--,--
09/23/25,09/23/25,09/24/25,Sold,ETSY INC COM UNSOLICITED TRADE,ETSY,--,-1.0,62.65,62.65,0.0,--,--
09/23/25,09/23/25,09/24/25,Bought,C3 AI INC CL A UNSOLICITED TRADE,AI,--,1.0,18.49,-18.49,0.0,--,--
09/23/25,09/23/25,09/24/25,Bought,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,1.0,54.74,-54.74,0.0,--,--
09/23/25,09/23/25,09/24/25,Sold To Close,PUT  TXN    09/26/25   180.000,TXN,--,-1.0,1.34,133.48,0.52,--,--
09/23/25,09/23/25,09/24/25,Bought To Open,PUT  TXN    09/26/25   180.000,TXN,--,1.0,1.33,-133.52,0.52,--,--
09/23/25,09/23/25,09/24/25,Sold,PETROLEO BRASILEIRO SA UNSOLICITED TRADE,PBR,--,-1.0,13.05,13.05,0.0,--,--
09/23/25,09/23/25,09/24/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,50.0,33.77,-1688.5,0.0,--,--
09/23/25,09/23/25,09/24/25,Bought,PROSHARES ULTRAPRO SHORT QQQ UNSOLICITED TRADE,SQQQ,--,10.0,15.35,-153.5,0.0,--,--
09/22/25,09/22/25,09/22/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,-51.66,0.0,--,--
09/22/25,09/22/25,09/22/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,51.66,0.0,--,--
09/22/25,09/22/25,09/23/25,Bought,ROUNDHILL BITCOIN CC STR ETF UNSOLICITED TRADE,YBTC,--,1.0,45.1,-45.1,0.0,--,--
09/22/25,09/22/25,09/23/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,5.0,33.69,-168.45,0.0,--,--
09/22/25,09/22/25,09/23/25,Bought,CELSIUS HOLDINGS INC UNSOLICITED TRADE,CELH,--,2.0,51.2,-102.4,0.0,--,--
09/22/25,09/22/25,09/23/25,Sold,NEW FORTRESS ENERGY INC UNSOLICITED TRADE,NFE,--,-10.0,3.0,30.0,0.0,--,--
09/22/25,09/22/25,09/23/25,Sold,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,-1.0,37.6,37.6,0.0,--,--
09/22/25,09/22/25,09/23/25,Bought,CELSIUS HOLDINGS INC UNSOLICITED TRADE,CELH,--,1.0,51.7,-51.7,0.0,--,--
09/22/25,09/22/25,09/23/25,Bought,ROUNDHILL BITCOIN CC STR ETF UNSOLICITED TRADE,YBTC,--,1.0,45.2,-45.2,0.0,--,--
09/22/25,09/22/25,09/23/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,5.0,34.09,-170.45,0.0,--,--
09/22/25,09/22/25,09/23/25,Sold,HIMS & HERS HEALTH INC COM CL UNSOLICITED TRADE,HIMS,--,-1.0,58.25,58.25,0.0,--,--
09/22/25,09/22/25,09/23/25,Bought,LENNAR CORP CL B UNSOLICITED TRADE,LEN.B,--,1.0,120.24,-120.24,0.0,--,--
09/19/25,09/19/25,09/19/25,Dividend,YIELDMAX UNIVERSE FO IN ETFS,YMAX,--,,,0.13,0.0,--,--
09/19/25,09/19/25,09/19/25,Dividend,YIELDMAX ULTRA OPTION INC,ULTY,--,,,0.09,0.0,--,--
09/19/25,09/19/25,09/22/25,Bought,PROSHARES ULTRAPRO SHORT QQQ UNSOLICITED TRADE,SQQQ,--,1.0,15.61,-15.61,0.0,--,--
09/19/25,09/19/25,09/22/25,Bought,CELSIUS HOLDINGS INC UNSOLICITED TRADE,CELH,--,1.0,53.85,-53.85,0.0,--,--
09/19/25,09/19/25,09/22/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,4.0,36.25,-145.0,0.0,--,--
09/19/25,09/19/25,09/22/25,Bought,PROSHARES ULTRAPRO SHORT QQQ UNSOLICITED TRADE,SQQQ,--,1.0,15.65,-15.65,0.0,--,--
09/19/25,09/19/25,09/22/25,Sold,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,-1.0,36.1,36.1,0.0,--,--
09/19/25,09/19/25,09/22/25,Sold,PONY AI INC ADR UNSOLICITED TRADE,PONY,--,-1.0,17.97,17.97,0.0,--,--
09/19/25,09/19/25,09/22/25,Sold,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,-10.0,22.77,227.7,0.0,--,--
09/17/25,09/17/25,09/17/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,43.57,0.0,--,--
09/17/25,09/17/25,09/17/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-43.57,0.0,--,--
09/16/25,09/16/25,09/17/25,Bought,TEXAS INSTRUMENTS UNSOLICITED TRADE,TXN,--,1.0,178.0,-178.0,0.0,--,--
09/16/25,09/16/25,09/17/25,Sold,UNITED PARCEL SER INC CL-B UNSOLICITED TRADE,UPS,--,-1.0,85.23,85.23,0.0,--,--
09/16/25,09/16/25,09/17/25,Sold,IONQ INC UNSOLICITED TRADE,IONQ,--,-1.0,62.0,62.0,0.0,--,--
09/16/25,09/16/25,09/17/25,Bought,YIELDMAX UNIVERSE FO IN ETFS UNSOLICITED TRADE,YMAX,--,1.0,12.8,-12.8,0.0,--,--
09/15/25,09/15/25,09/15/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,-676.32,0.0,--,--
09/15/25,09/15/25,09/15/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,676.32,0.0,--,--
09/12/25,09/12/25,09/12/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,-734.65,0.0,--,--
09/12/25,09/12/25,09/12/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,734.65,0.0,--,--
09/12/25,09/12/25,09/12/25,Dividend,YIELDMAX ULTRA OPTION INC,ULTY,--,,,0.09,0.0,--,--
09/12/25,09/12/25,09/15/25,Sold,DWAVE QUANTUM INC UNSOLICITED TRADE,QBTS,--,-1.0,17.9,17.9,0.0,--,--
09/12/25,09/12/25,09/15/25,Bought,TEXAS INSTRUMENTS UNSOLICITED TRADE,TXN,--,1.0,182.77,-182.77,0.0,--,--
09/12/25,09/12/25,09/15/25,Bought,PAYPAL HLDGS INC COM UNSOLICITED TRADE,PYPL,--,1.0,66.87,-66.87,0.0,--,--
09/12/25,09/12/25,09/15/25,Bought,PROSHARES ULTRAPRO SHORT QQQ UNSOLICITED TRADE,SQQQ,--,1.0,16.57,-16.57,0.0,--,--
09/12/25,09/12/25,09/15/25,Bought,ASANA INC CL A UNSOLICITED TRADE,ASAN,--,1.0,13.3,-13.3,0.0,--,--
09/12/25,09/12/25,09/15/25,Sold,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,-9.0,16.77,150.93,0.0,--,--
09/12/25,09/12/25,09/15/25,Sold,RIGETTI COMPUTING INC UNSOLICITED TRADE,RGTI,--,-1.0,19.0,19.0,0.0,--,--
09/12/25,09/12/25,09/15/25,Sold,FEDEX CORP UNSOLICITED TRADE,FDX,--,-1.0,229.0,229.0,0.0,--,--
09/12/25,09/12/25,09/15/25,Sold,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,-10.0,53.9,539.0,0.0,--,--
09/11/25,09/11/25,09/12/25,Sold,BIOLARGO INC UNSOLICITED TRADE,BLGO,--,-900.0,0.23,201.9,4.95,--,--
09/11/25,09/11/25,09/12/25,Sold,ETSY INC COM UNSOLICITED TRADE,ETSY,--,-9.0,61.0,549.0,0.0,--,--
09/11/25,09/11/25,09/12/25,Sold,DWAVE QUANTUM INC UNSOLICITED TRADE,QBTS,--,-3.0,16.6,49.8,0.0,--,--
09/11/25,09/11/25,09/12/25,Sold,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,-1.0,15.8,15.8,0.0,--,--
09/11/25,09/11/25,09/12/25,Bought,CELSIUS HOLDINGS INC UNSOLICITED TRADE,CELH,--,1.0,57.67,-57.67,0.0,--,--
09/11/25,09/11/25,09/12/25,Sold,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,-20.0,53.76,1075.2,0.0,--,--
09/11/25,09/11/25,09/12/25,Bought,UNITED PARCEL SER INC CL-B UNSOLICITED TRADE,UPS,--,1.0,83.5,-83.5,0.0,--,--
09/10/25,09/10/25,09/11/25,Sold,ETSY INC COM UNSOLICITED TRADE,ETSY,--,-10.0,57.0,570.0,0.0,--,--
09/10/25,09/10/25,09/11/25,Sold,UNITED PARCEL SER INC CL-B UNSOLICITED TRADE,UPS,--,-9.0,85.0,765.0,0.0,--,--
09/09/25,09/09/25,09/10/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,29.0,-29.0,0.0,--,--
09/05/25,09/05/25,09/08/25,Bought,ETSY INC COM UNSOLICITED TRADE,ETSY,--,10.0,53.87,-538.7,0.0,--,--
09/05/25,09/05/25,09/08/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,1.0,31.1,-31.1,0.0,--,--
09/05/25,09/05/25,09/08/25,Sold,NEWMONT CORPORATION UNSOLICITED TRADE,NEM,--,-1.0,77.22,77.22,0.0,--,--
09/05/25,09/05/25,09/08/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,1.0,31.0,-31.0,0.0,--,--
09/05/25,09/05/25,09/08/25,Bought,YIELDMAX ULTRA OPTION INC UNSOLICITED TRADE,ULTY,--,1.0,5.45,-5.45,0.0,--,--
09/05/25,09/05/25,09/08/25,Sold,UNITED PARCEL SER INC CL-B UNSOLICITED TRADE,UPS,--,-6.0,85.0,510.0,0.0,--,--
09/05/25,09/05/25,09/08/25,Sold,WALMART INC UNSOLICITED TRADE,WMT,--,-1.0,101.2,101.2,0.0,--,--
09/04/25,09/04/25,09/04/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,2.34,0.0,--,--
09/04/25,09/04/25,09/04/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-2.34,0.0,--,--
09/04/25,09/04/25,09/04/25,Qualified Dividend,WHEATON PRECIOUS METALS CORP REC 09/04/25 PAY 09/04/25 RATE 0.00000000 QTY 0.00000000,WPM,--,,,0.7,0.0,--,--
09/04/25,09/04/25,09/04/25,Qualified Dividend,UNITED PARCEL SER INC CL-B REC 09/04/25 PAY 09/04/25 RATE 0.00000000 QTY 0.00000000,UPS,--,,,1.64,0.0,--,--
09/04/25,09/04/25,09/04/25,Dividend,WHEATON PRECIOUS METALS CORP ADJ GROSS DIV AMOUNT      0.13 FOREIGN TAX PAID IS       0.13,WPM,--,,,0.0,0.0,--,--
09/04/25,09/04/25,09/05/25,Sold,PETROLEO BRASILEIRO SA UNSOLICITED TRADE,PBR,--,-7.0,12.45,87.15,0.0,--,--
09/04/25,09/04/25,09/05/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,1.0,31.4,-31.4,0.0,--,--
09/04/25,09/04/25,09/05/25,Bought,REX OSPREY SOL STAKING ETF UNSOLICITED TRADE,SSK,--,1.0,31.61,-31.61,0.0,--,--
09/04/25,09/04/25,09/05/25,Bought,FEDEX CORP UNSOLICITED TRADE,FDX,--,1.0,221.59,-221.59,0.0,--,--
09/04/25,09/04/25,09/05/25,Bought,UNITED PARCEL SER INC CL-B UNSOLICITED TRADE,UPS,--,5.0,83.93,-419.65,0.0,--,--
09/04/25,09/04/25,09/05/25,Bought,UNITED PARCEL SER INC CL-B UNSOLICITED TRADE,UPS,--,10.0,84.05,-840.5,0.0,--,--
09/04/25,09/04/25,09/05/25,Sold,WALMART INC UNSOLICITED TRADE,WMT,--,-3.0,100.3,300.9,0.0,--,--
09/04/25,09/04/25,09/05/25,Sold,HIMS & HERS HEALTH INC COM CL UNSOLICITED TRADE,HIMS,--,-4.0,47.1,188.4,0.0,--,--
09/02/25,09/02/25,09/02/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,1.8,0.0,--,--
09/02/25,09/02/25,09/02/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-1.8,0.0,--,--
09/02/25,09/02/25,09/01/25,Qualified Dividend,WELLS FARGO & CO NEW REC 09/02/25 PAY 09/02/25 RATE 0.00000000 QTY 0.00000000,WFC,--,,,1.8,0.0,--,--
08/29/25,08/29/25,08/29/25,Margin Interest,Thru 08/31/25 for 24 days,--,--,,,-5.49,0.0,--,--
08/29/25,08/29/25,09/02/25,Bought,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,10.0,52.7,-527.0,0.0,--,--
08/29/25,08/29/25,09/02/25,Sold,WHEATON PRECIOUS METALS CORP UNSOLICITED TRADE,WPM,--,-1.0,100.57,100.57,0.0,--,--
08/29/25,08/29/25,09/02/25,Bought,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,10.0,52.8,-528.0,0.0,--,--
08/29/25,08/29/25,09/02/25,Bought,ETSY INC COM UNSOLICITED TRADE,ETSY,--,5.0,53.7,-268.5,0.0,--,--
08/28/25,08/28/25,08/29/25,Sold,BIOLARGO INC UNSOLICITED TRADE,BLGO,--,-300.0,0.22,61.0,4.95,--,--
08/26/25,08/26/25,08/27/25,Bought,WALMART INC UNSOLICITED TRADE,WMT,--,1.0,95.7,-95.7,0.0,--,--
08/26/25,08/26/25,08/27/25,Sold,IONQ INC UNSOLICITED TRADE,IONQ,--,-9.0,40.7,366.3,0.0,--,--
08/26/25,08/26/25,08/27/25,Bought,WALMART INC UNSOLICITED TRADE,WMT,--,1.0,95.8,-95.8,0.0,--,--
08/26/25,08/26/25,08/27/25,Sold,IONQ INC UNSOLICITED TRADE,IONQ,--,-10.0,40.65,406.5,0.0,--,--
08/25/25,08/25/25,08/26/25,Bought,HIMS & HERS HEALTH INC COM CL UNSOLICITED TRADE,HIMS,--,2.0,43.17,-86.34,0.0,--,--
08/25/25,08/25/25,08/26/25,Bought,WALMART INC UNSOLICITED TRADE,WMT,--,1.0,96.5,-96.5,0.0,--,--
08/25/25,08/25/25,08/26/25,Bought,ETSY INC COM UNSOLICITED TRADE,ETSY,--,2.0,59.3,-118.6,0.0,--,--
08/25/25,08/25/25,08/26/25,Bought,ETSY INC COM UNSOLICITED TRADE,ETSY,--,2.0,59.35,-118.7,0.0,--,--
08/25/25,08/25/25,08/26/25,Bought,ETSY INC COM UNSOLICITED TRADE,ETSY,--,1.0,59.4,-59.4,0.0,--,--
08/25/25,08/25/25,08/26/25,Sold,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,-3.0,68.0,204.0,0.0,--,--
08/25/25,08/25/25,08/26/25,Sold,WHEATON PRECIOUS METALS CORP UNSOLICITED TRADE,WPM,--,-4.0,96.0,384.0,0.0,--,--
08/22/25,08/22/25,08/22/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,6.29,0.0,--,--
08/22/25,08/22/25,08/22/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-6.29,0.0,--,--
08/22/25,08/22/25,08/22/25,Dividend,NEOS NASDAQ-100 HIGH INC ETF,QQQI,--,,,6.29,0.0,--,--
08/21/25,08/21/25,08/22/25,Bought,HIMS & HERS HEALTH INC COM CL UNSOLICITED TRADE,HIMS,--,1.0,43.8,-43.8,0.0,--,--
08/21/25,08/21/25,08/22/25,Bought,PONY AI INC ADR UNSOLICITED TRADE,PONY,--,1.0,14.2,-14.2,0.0,--,--
08/21/25,08/21/25,08/22/25,Bought,DWAVE QUANTUM INC UNSOLICITED TRADE,QBTS,--,1.0,14.6,-14.6,0.0,--,--
08/21/25,08/21/25,08/22/25,Bought,IONQ INC UNSOLICITED TRADE,IONQ,--,10.0,36.75,-367.5,0.0,--,--
08/21/25,08/21/25,08/22/25,Bought,WALMART INC UNSOLICITED TRADE,WMT,--,1.0,97.35,-97.35,0.0,--,--
08/21/25,08/21/25,08/22/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,30.0,-30.0,0.0,--,--
08/20/25,08/20/25,08/20/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,412.5,0.0,--,--
08/20/25,08/20/25,08/20/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-412.5,0.0,--,--
08/20/25,08/20/25,08/21/25,Bought,NEW FORTRESS ENERGY INC UNSOLICITED TRADE,NFE,--,10.0,2.24,-22.4,0.0,--,--
08/20/25,08/20/25,08/21/25,Bought,DWAVE QUANTUM INC UNSOLICITED TRADE,QBTS,--,1.0,14.79,-14.79,0.0,--,--
08/20/25,08/20/25,08/21/25,Bought,HIMS & HERS HEALTH INC COM CL UNSOLICITED TRADE,HIMS,--,1.0,42.71,-42.71,0.0,--,--
08/20/25,08/20/25,08/21/25,Bought,DWAVE QUANTUM INC UNSOLICITED TRADE,QBTS,--,1.0,14.82,-14.82,0.0,--,--
08/20/25,08/20/25,08/21/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,1.0,63.3,-63.3,0.0,--,--
08/20/25,08/20/25,08/21/25,Bought,PETROLEO BRASILEIRO SA UNSOLICITED TRADE,PBR,--,4.0,11.9,-47.6,0.0,--,--
08/20/25,08/20/25,08/21/25,Bought,IONQ INC UNSOLICITED TRADE,IONQ,--,4.0,37.0,-148.0,0.0,--,--
08/20/25,08/20/25,08/21/25,Bought,VALE S.A UNSOLICITED TRADE,VALE,--,1.0,9.71,-9.71,0.0,--,--
08/19/25,08/19/25,08/19/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,-275.52,0.0,--,--
08/19/25,08/19/25,08/19/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,275.52,0.0,--,--
08/19/25,08/19/25,08/20/25,Bought,PETROLEO BRASILEIRO SA UNSOLICITED TRADE,PBR,--,1.0,11.95,-11.95,0.0,--,--
08/19/25,08/19/25,08/20/25,Bought,WHEATON PRECIOUS METALS CORP UNSOLICITED TRADE,WPM,--,1.0,92.4,-92.4,0.0,--,--
08/19/25,08/19/25,08/20/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,1.0,64.15,-64.15,0.0,--,--
08/19/25,08/19/25,08/20/25,Bought,NEWMONT CORPORATION UNSOLICITED TRADE,NEM,--,1.0,68.67,-68.67,0.0,--,--
08/19/25,08/19/25,08/20/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,1.0,64.36,-64.36,0.0,--,--
08/19/25,08/19/25,08/20/25,Sold,BEST BUY CO UNSOLICITED TRADE,BBY,--,-1.0,73.5,73.5,0.0,--,--
08/19/25,08/19/25,08/20/25,Bought,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,2.0,53.67,-107.34,0.0,--,--
08/19/25,08/19/25,08/20/25,Bought,WHEATON PRECIOUS METALS CORP UNSOLICITED TRADE,WPM,--,2.0,93.01,-186.02,0.0,--,--
08/19/25,08/19/25,08/20/25,Sold,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,-1.0,31.3,31.3,0.0,--,--
08/19/25,08/19/25,08/20/25,Sold,ENPHASE ENERGY UNSOLICITED TRADE,ENPH,--,-1.0,35.74,35.74,0.0,--,--
08/19/25,08/19/25,08/20/25,Sold,AMERICAN AIRLS GROUP INC UNSOLICITED TRADE,AAL,--,-1.0,13.26,13.26,0.0,--,--
08/19/25,08/19/25,08/20/25,Sold,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,-1.0,8.39,8.39,0.0,--,--
08/19/25,08/19/25,08/20/25,Bought,PETROLEO BRASILEIRO SA UNSOLICITED TRADE,PBR,--,2.0,11.91,-23.82,0.0,--,--
08/19/25,08/19/25,08/20/25,Sold,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,-4.0,1.57,6.28,0.0,--,--
08/18/25,08/18/25,08/18/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,-136.98,0.0,--,--
08/18/25,08/18/25,08/18/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,136.98,0.0,--,--
08/18/25,08/18/25,08/19/25,Bought,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,4.0,53.63,-214.52,0.0,--,--
08/18/25,08/18/25,08/19/25,Sold,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,-9.0,65.7,591.3,0.0,--,--
08/18/25,08/18/25,08/19/25,Sold,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,-4.0,1.515,6.06,0.0,--,--
08/18/25,08/18/25,08/19/25,Bought,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,2.0,53.66,-107.32,0.0,--,--
