All Transactions Activity Types

Account Activity for Individual Brokerage -xxxx from Prior Year

Total:,-125305.18

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
04/16/25,04/16/25,04/17/25,Bought,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,100.0,7.03,-703.0,0.0,--,--
04/16/25,04/16/25,04/17/25,Sold Short,CALL CSIQ   05/16/25     7.000,CSIQ,--,-1.0,0.7,69.47,0.53,--,--
04/16/25,04/16/25,04/17/25,Bought To Cover,CALL PSEC   05/16/25     4.000,PSEC,--,1.0,0.05,-5.02,0.02,--,--
04/16/25,04/16/25,04/17/25,Bought To Cover,CALL PSEC   05/16/25     4.000,PSEC,--,8.0,0.05,-40.13,0.13,--,--
04/16/25,04/16/25,04/17/25,Bought,VANGUARD EMERGING MARKETS BD UNSOLICITED TRADE,VWOB,--,100.0,62.79,-6279.0,0.0,--,--
04/16/25,04/16/25,04/17/25,Bought,VANGUARD EMERGING MARKETS BD UNSOLICITED TRADE,VWOB,--,1.0,62.795,-62.8,0.0,--,--
04/15/25,04/15/25,04/15/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,80.82,0.0,--,--
04/15/25,04/15/25,04/15/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-80.82,0.0,--,--
04/15/25,04/15/25,04/15/25,Substitute Dividend,REALTY INCOME CORP REC 04/15/25 PAY 04/15/25 RATE 0.00000000 QTY 0.00000000,O,--,,,59.34,0.0,--,--
04/15/25,04/15/25,04/15/25,Dividend,REALTY INCOME CORP REC 04/15/25 PAY 04/15/25 RATE 0.00000000 QTY 0.00000000,O,--,,,21.48,0.0,--,--
04/14/25,04/14/25,04/15/25,Sold,HEWLETT PACKARD ENTERPRISE UNSOLICITED TRADE,HPE,--,-100.0,14.6,1459.93,0.05,--,--
04/14/25,04/14/25,04/15/25,Bought To Cover,CALL HPE    05/16/25    14.000,HPE,--,1.0,1.28,-128.52,0.52,--,--
04/11/25,04/11/25,04/11/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,5000.0,0.0,--,--
04/11/25,04/11/25,04/11/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-5000.0,0.0,--,--
04/11/25,04/11/25,04/11/25,Online Transfer,ACH DEPOSIT  REFID:135086436906;,--,--,,,5000.0,0.0,--,--
04/11/25,04/11/25,04/14/25,Sold Short,CALL O      06/20/25    57.500,O,--,-3.0,1.15,343.43,1.56,--,--
04/10/25,04/10/25,04/10/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,-1176.25,0.0,--,--
04/10/25,04/10/25,04/10/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,1176.25,0.0,--,--
04/10/25,04/10/25,04/10/25,Dividend,DNP SELECT INCOME INC,DNP,--,,,0.07,0.0,--,--
04/10/25,04/10/25,04/10/25,Online Transfer,ACH DEPOSIT  REFID:134946133906;,--,--,,,5000.0,0.0,--,--
04/09/25,04/09/25,04/09/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,-3848.56,0.0,--,--
04/09/25,04/09/25,04/09/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,3848.56,0.0,--,--
04/09/25,04/09/25,04/09/25,Substitute Dividend,AGNC INVESTMENT CORP REC 04/09/25 PAY 04/09/25 RATE 0.00000000 QTY 0.00000000,AGNC,--,,,0.12,0.0,--,--
04/09/25,04/09/25,04/09/25,Transfer,RETURNED TRANSACTION-  INSUFFICIENT FUNDS,--,--,,,-10000.0,0.0,--,--
04/09/25,04/09/25,04/09/25,Service Fee,RETURNED DEPOSIT FEE  NON-SUFFICIENT FUNDS,--,--,,,-25.0,0.0,--,--
04/09/25,04/09/25,04/10/25,Sold Short,CALL BVN    05/16/25    14.000,BVN,--,-1.0,0.8,79.47,0.53,--,--
04/09/25,04/09/25,04/10/25,Sold Short,CALL ARRY   05/16/25     5.000,ARRY,--,-5.0,0.35,172.4,2.59,--,--
04/09/25,04/09/25,04/10/25,Sold Short,CALL CSIQ   05/16/25     8.000,CSIQ,--,-4.0,0.75,297.91,2.08,--,--
04/09/25,04/09/25,04/10/25,Sold Short,CALL HPE    05/16/25    14.000,HPE,--,-1.0,1.38,137.47,0.53,--,--
04/09/25,04/09/25,04/10/25,Bought To Cover,CALL ARRY   05/16/25     5.000,ARRY,--,1.0,0.2,-20.52,0.52,--,--
04/09/25,04/09/25,04/10/25,Sold Short,PUT  SEDG   05/16/25    12.500,SEDG,--,-1.0,2.37,236.47,0.53,--,--
04/09/25,04/09/25,04/10/25,Bought To Cover,CALL BVN    06/20/25    15.000,BVN,--,1.0,0.55,-55.52,0.52,--,--
04/09/25,04/09/25,04/10/25,Bought To Cover,CALL TXN    05/16/25   190.000,TXN,--,1.0,0.62,-62.52,0.52,--,--
04/09/25,04/09/25,04/10/25,Sold Short,PUT  SEDG   05/16/25    12.500,SEDG,--,-1.0,2.36,235.47,0.53,--,--
04/09/25,04/09/25,04/10/25,Bought To Cover,CALL O      06/20/25    57.500,O,--,3.0,0.7,-211.55,1.55,--,--
04/09/25,04/09/25,04/10/25,Bought To Cover,CALL SEDG   05/16/25    17.500,SEDG,--,2.0,0.46,-93.03,1.03,--,--
04/08/25,04/08/25,04/09/25,Bought,HEWLETT PACKARD ENTERPRISE UNSOLICITED TRADE,HPE,--,100.0,13.5,-1350.0,0.0,--,--
04/08/25,04/08/25,04/09/25,Bought,LITHIUM AMERS CORP NEW UNSOLICITED TRADE,LAC,--,100.0,2.71,-271.0,0.0,--,--
04/08/25,04/08/25,04/09/25,Bought,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,100.0,4.52,-452.0,0.0,--,--
04/08/25,04/08/25,04/09/25,Bought,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,100.0,4.52,-452.0,0.0,--,--
04/08/25,04/08/25,04/09/25,Bought,LITHIUM AMERS CORP NEW UNSOLICITED TRADE,LAC,--,100.0,2.73,-273.0,0.0,--,--
04/08/25,04/08/25,04/09/25,Bought,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,100.0,7.82,-782.0,0.0,--,--
04/08/25,04/08/25,04/09/25,Bought,LULULEMON ATHLETICA INC UNSOLICITED TRADE,LULU,--,1.0,270.645,-270.65,0.0,--,--
04/08/25,04/08/25,04/09/25,Bought,LULULEMON ATHLETICA INC UNSOLICITED TRADE,LULU,--,1.0,270.4,-270.4,0.0,--,--
04/08/25,04/08/25,04/09/25,Bought,LULULEMON ATHLETICA INC UNSOLICITED TRADE,LULU,--,1.0,270.49,-270.49,0.0,--,--
04/08/25,04/08/25,04/09/25,Bought,LULULEMON ATHLETICA INC UNSOLICITED TRADE,LULU,--,1.0,270.49,-270.49,0.0,--,--
04/08/25,04/08/25,04/09/25,Bought,LULULEMON ATHLETICA INC UNSOLICITED TRADE,LULU,--,1.0,270.53,-270.53,0.0,--,--
04/07/25,04/07/25,04/07/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,10000.0,0.0,--,--
04/07/25,04/07/25,04/07/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-10000.0,0.0,--,--
04/07/25,04/07/25,04/07/25,Online Transfer,ACH DEPOSIT  REFID:134593806906;,--,--,,,10000.0,0.0,--,--
04/02/25,04/02/25,04/03/25,Sold Short,CALL ARRY   05/16/25     5.000,ARRY,--,-1.0,0.5,49.47,0.53,--,--
04/02/25,04/02/25,04/03/25,Sold Short,CALL CSIQ   05/16/25     9.000,CSIQ,--,-1.0,0.75,74.47,0.53,--,--
04/02/25,04/02/25,04/03/25,Bought,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,100.0,4.82,-482.0,0.0,--,--
04/01/25,04/01/25,04/01/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,12.0,0.0,--,--
04/01/25,04/01/25,04/01/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-12.0,0.0,--,--
04/01/25,04/01/25,04/01/25,Dividend,PIMCO CORPORATE & INCOME OPPOR,PTY,--,,,12.0,0.0,--,--
03/31/25,03/31/25,03/31/25,Margin Interest,Thru 03/31/25 for 24 days,--,--,,,-127.89,0.0,--,--
03/31/25,03/31/25,04/01/25,Bought,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,100.0,8.67,-867.0,0.0,--,--
03/31/25,03/31/25,04/01/25,Bought,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,100.0,8.75,-875.0,0.0,--,--
03/31/25,03/31/25,04/01/25,Bought,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,100.0,8.79,-879.0,0.0,--,--
03/31/25,03/31/25,04/01/25,Sold Short,CALL SEDG   05/16/25    17.500,SEDG,--,-2.0,1.37,272.95,1.04,--,--
03/28/25,03/28/25,03/31/25,Bought,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,100.0,9.17,-917.0,0.0,--,--
03/28/25,03/28/25,03/31/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,100.0,15.17,-1517.0,0.0,--,--
03/28/25,03/28/25,03/31/25,Bought,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,100.0,4.97,-497.0,0.0,--,--
03/28/25,03/28/25,03/31/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,100.0,15.25,-1525.0,0.0,--,--
03/28/25,03/28/25,03/31/25,Bought,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,100.0,5.006,-500.56,0.0,--,--
03/28/25,03/28/25,03/31/25,Bought,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,100.0,9.27,-927.0,0.0,--,--
03/28/25,03/28/25,03/31/25,Bought,ENPHASE ENERGY UNSOLICITED TRADE,ENPH,--,1.0,60.27,-60.27,0.0,--,--
03/28/25,03/28/25,03/31/25,Bought,FIRST SOLAR INC COM UNSOLICITED TRADE,FSLR,--,1.0,126.15,-126.15,0.0,--,--
03/28/25,03/28/25,03/31/25,Bought,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,1.0,9.58,-9.58,0.0,--,--
03/28/25,03/28/25,03/31/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,15.61,-15.61,0.0,--,--
03/28/25,03/28/25,03/31/25,Sold,PIMCO CORPORATE & INCOME OPPOR UNSOLICITED TRADE,PTY,--,-100.0,14.48,1447.93,0.05,--,--
03/28/25,03/28/25,03/31/25,Bought,LULULEMON ATHLETICA INC UNSOLICITED TRADE,LULU,--,1.0,301.47,-301.47,0.0,--,--
03/28/25,03/28/25,03/31/25,Bought,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,1.0,5.07,-5.07,0.0,--,--
03/28/25,03/28/25,03/31/25,Bought,LULULEMON ATHLETICA INC UNSOLICITED TRADE,LULU,--,1.0,302.17,-302.17,0.0,--,--
03/28/25,03/28/25,03/27/25,Option Assigned,CALL PSEC   05/16/25     4.000,PSEC,--,1.0,,0.0,0.0,--,--
03/28/25,03/28/25,03/28/25,Sold,PROSPECT CAPITAL CORP,PSEC,--,-100.0,4.0,399.96,0.02,--,--
03/27/25,03/27/25,03/26/25,Option Assigned,PUT  STXS   04/17/25     5.000,STXS,--,1.0,,0.0,0.0,--,--
03/27/25,03/27/25,03/27/25,Bought,STEREOTAXIS INC,STXS,--,100.0,5.0,-500.0,0.0,--,--
03/26/25,03/26/25,03/27/25,Sold Short,CALL O      06/20/25    57.500,O,--,-3.0,1.3,388.42,1.57,--,--
03/26/25,03/26/25,03/27/25,Bought To Cover,CALL O      04/17/25    55.000,O,--,3.0,1.45,-436.55,1.55,--,--
03/24/25,03/24/25,03/25/25,Sold Short,CALL O      04/17/25    55.000,O,--,-3.0,1.65,493.42,1.57,--,--
03/24/25,03/24/25,03/25/25,Sold Short,CALL TXN    05/16/25   190.000,TXN,--,-1.0,6.85,684.46,0.54,--,--
03/21/25,03/21/25,03/24/25,Bought To Cover,CALL TXN    04/17/25   180.000,TXN,--,1.0,5.8,-580.52,0.52,--,--
03/20/25,03/20/25,03/20/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,135.05,0.0,--,--
03/20/25,03/20/25,03/20/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-135.05,0.0,--,--
03/20/25,03/20/25,03/20/25,Dividend,PROSPECT CAPITAL CORP,PSEC,--,,,135.05,0.0,--,--
03/20/25,03/20/25,03/21/25,Bought To Cover,CALL O      04/17/25    57.500,O,--,3.0,0.63,-190.55,1.55,--,--
03/19/25,03/19/25,03/20/25,Sold Short,CALL BVN    06/20/25    15.000,BVN,--,-1.0,1.45,144.47,0.53,--,--
03/19/25,03/19/25,03/20/25,Bought To Cover,CALL BVN    04/17/25    16.000,BVN,--,1.0,0.45,-45.52,0.52,--,--
03/19/25,03/19/25,03/20/25,Bought,STEREOTAXIS INC UNSOLICITED TRADE,STXS,--,100.0,2.04,-204.0,0.0,--,--
03/19/25,03/19/25,03/20/25,Sold Short,CALL O      04/17/25    57.500,O,--,-3.0,0.75,223.43,1.56,--,--
03/19/25,03/19/25,03/20/25,Bought To Cover,CALL TXN    04/17/25   185.000,TXN,--,1.0,4.3,-430.52,0.52,--,--
03/19/25,03/19/25,03/20/25,Sold Short,CALL TXN    04/17/25   180.000,TXN,--,-1.0,6.62,661.46,0.54,--,--
03/18/25,03/18/25,03/19/25,Bought To Cover,CALL O      04/17/25    57.500,O,--,3.0,0.9,-271.55,1.55,--,--
03/17/25,03/17/25,03/18/25,Sold Short,CALL PSEC   05/16/25     4.000,PSEC,--,-8.0,0.33,259.85,4.13,--,--
03/17/25,03/17/25,03/18/25,Sold Short,CALL STXS   05/16/25     2.500,STXS,--,-10.0,0.05,44.81,5.16,--,--
03/17/25,03/17/25,03/18/25,Sold Short,CALL PSEC   05/16/25     4.000,PSEC,--,-2.0,0.3,58.95,1.04,--,--
03/17/25,03/17/25,03/18/25,Sold Short,CALL TXN    04/17/25   185.000,TXN,--,-1.0,4.76,475.46,0.54,--,--
03/17/25,03/17/25,03/18/25,Bought To Cover,PUT  ON     03/21/25    43.000,ON,--,1.0,0.63,-63.52,0.52,--,--
03/17/25,03/17/25,03/18/25,Bought To Cover,CALL O      04/17/25    55.000,O,--,3.0,2.79,-838.55,1.55,--,--
03/17/25,03/17/25,03/18/25,Sold Short,CALL O      04/17/25    57.500,O,--,-3.0,1.14,340.43,1.56,--,--
03/17/25,03/17/25,03/18/25,Bought To Cover,CALL PSEC   05/16/25     4.000,PSEC,--,20.0,0.35,-710.3,10.3,--,--
03/17/25,03/17/25,03/18/25,Sold Short,CALL PSEC   05/16/25     4.500,PSEC,--,-20.0,0.05,89.63,10.31,--,--
03/17/25,03/17/25,03/18/25,Sold Short,CALL BVN    04/17/25    16.000,BVN,--,-1.0,0.58,57.47,0.53,--,--
03/17/25,03/17/25,03/18/25,Bought,COMPANIA DE MINAS BUENAVENTURA UNSOLICITED TRADE,BVN,--,100.0,15.65,-1565.0,0.0,--,--
03/17/25,03/17/25,03/18/25,Bought,LITHIUM AMERS CORP NEW UNSOLICITED TRADE,LAC,--,100.0,2.95,-295.0,0.0,--,--
03/17/25,03/17/25,03/18/25,Bought,LITHIUM AMERS CORP NEW UNSOLICITED TRADE,LAC,--,1.0,2.96,-2.96,0.0,--,--
03/14/25,03/14/25,03/14/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,27.07,0.0,--,--
03/14/25,03/14/25,03/14/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-27.07,0.0,--,--
03/14/25,03/14/25,03/14/25,Dividend,REALTY INCOME CORP REC 03/14/25 PAY 03/14/25 RATE 0.00000000 QTY 0.00000000,O,--,,,27.07,0.0,--,--
03/14/25,03/14/25,03/17/25,Sold Short,CALL STXS   05/16/25     2.500,STXS,--,-10.0,0.05,44.81,5.16,--,--
03/14/25,03/14/25,03/17/25,Sold Short,PUT  ON     03/21/25    43.000,ON,--,-1.0,1.05,104.47,0.53,--,--
03/14/25,03/14/25,03/17/25,Sold Short,CALL PSEC   05/16/25     4.000,PSEC,--,-10.0,0.3,294.81,5.16,--,--
03/14/25,03/14/25,03/17/25,Bought To Cover,PUT  QRVO   04/17/25    75.000,QRVO,--,2.0,5.5,-1101.03,1.03,--,--
03/14/25,03/14/25,03/17/25,Bought,TEXAS INSTRUMENTS UNSOLICITED TRADE,TXN,--,90.0,175.5,-15795.0,0.0,--,--
03/14/25,03/14/25,03/17/25,Bought,QORVO INC COM UNSOLICITED TRADE,QRVO,--,1.0,69.98,-69.98,0.0,--,--
03/14/25,03/14/25,03/13/25,Option Assigned,PUT  STXS   03/21/25     2.500,STXS,--,2.0,,0.0,0.0,--,--
03/14/25,03/14/25,03/14/25,Bought,STEREOTAXIS INC,STXS,--,200.0,2.5,-500.0,0.0,--,--
03/13/25,03/13/25,03/14/25,Sold Short,CALL PSEC   05/16/25     4.000,PSEC,--,-10.0,0.3,294.81,5.16,--,--
03/13/25,03/13/25,03/14/25,Sold Short,CALL O      04/17/25    55.000,O,--,-3.0,2.15,643.42,1.57,--,--
03/13/25,03/13/25,03/14/25,Bought To Cover,CALL PSEC   05/16/25     4.000,PSEC,--,20.0,0.35,-710.3,10.3,--,--
03/13/25,03/13/25,03/14/25,Sold To Close,CALL STXS   03/21/25     2.500,STXS,--,-2.0,0.05,8.95,1.04,--,--
03/13/25,03/13/25,03/14/25,Bought To Cover,CALL PSEC   04/17/25     4.000,PSEC,--,10.0,0.25,-255.15,5.15,--,--
03/13/25,03/13/25,03/14/25,Bought To Cover,PUT  QRVO   03/21/25    75.000,QRVO,--,2.0,6.14,-1229.03,1.03,--,--
03/13/25,03/13/25,03/14/25,Sold Short,PUT  QRVO   04/17/25    75.000,QRVO,--,-2.0,7.11,1420.92,1.07,--,--
03/12/25,03/12/25,03/12/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,0.01,0.0,--,--
03/12/25,03/12/25,03/12/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-0.01,0.0,--,--
03/12/25,03/12/25,03/12/25,Interest Income,MORGAN STANLEY BANK N.A. (Period 03/06-03/11),MSBNK,--,,,0.01,0.0,--,--
03/12/25,03/12/25,03/13/25,Bought To Cover,PUT  IBM    03/28/25   247.500,IBM,--,2.0,5.6,-1121.03,1.03,--,--
03/12/25,03/12/25,03/12/25,Adjustment,CASH ADJUSTMENT cash to margin,--,--,,,1349.64,0.0,--,--
03/12/25,03/12/25,03/12/25,Adjustment,CASH ADJUSTMENT cash to margin,--,--,,,-1349.64,0.0,--,--
03/11/25,03/11/25,03/11/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,-129.07,0.0,--,--
03/11/25,03/11/25,03/11/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,129.07,0.0,--,--
03/11/25,03/11/25,03/11/25,Dividend,AGNC INVESTMENT CORP REC 03/11/25 PAY 03/11/25 RATE 0.00000000 QTY 0.00000000,AGNC,--,,,0.12,0.0,--,--
03/11/25,03/11/25,03/12/25,Bought To Cover,PUT  IBM    03/21/25   250.000,IBM,--,1.0,6.7,-670.52,0.52,--,--
03/11/25,03/11/25,03/12/25,Bought To Cover,PUT  IBM    03/21/25   255.000,IBM,--,1.0,9.9,-990.52,0.52,--,--
03/11/25,03/11/25,03/12/25,Sold Short,PUT  IBM    03/28/25   247.500,IBM,--,-1.0,6.9,689.46,0.54,--,--
03/11/25,03/11/25,03/12/25,Sold Short,PUT  IBM    03/28/25   247.500,IBM,--,-1.0,7.2,719.45,0.55,--,--
03/11/25,03/11/25,03/12/25,Bought,INTL BUSINESS MACHINES CORP UNSOLICITED TRADE,IBM,--,1.0,248.7,-248.7,0.0,--,--
03/11/25,03/11/25,03/12/25,Bought To Cover,CALL LAC    04/17/25     3.000,LAC,--,1.0,0.25,-25.52,0.52,--,--
03/11/25,03/11/25,03/12/25,Bought To Cover,CALL O      04/17/25    57.500,O,--,1.0,1.55,-155.52,0.52,--,--
03/11/25,03/11/25,03/12/25,Bought To Cover,CALL O      06/20/25    57.500,O,--,2.0,2.48,-497.03,1.03,--,--
03/11/25,03/11/25,03/12/25,Sold Short,CALL LAC    05/16/25     3.000,LAC,--,-1.0,0.32,31.47,0.53,--,--
03/11/25,03/11/25,03/12/25,Bought,WALT DISNEY CO HLDG CO UNSOLICITED TRADE,DIS,--,1.0,98.35,-98.35,0.0,--,--
03/11/25,03/11/25,03/12/25,Bought,ON SEMICONDUCTOR CORP UNSOLICITED TRADE,ON,--,1.0,42.27,-42.27,0.0,--,--
03/11/25,03/11/25,03/12/25,Bought To Cover,CALL IBM    03/21/25   250.000,IBM,--,1.0,10.7,-1070.52,0.52,--,--
03/11/25,03/11/25,03/12/25,Bought To Cover,CALL IBM    03/21/25   255.000,IBM,--,1.0,7.05,-705.52,0.52,--,--
03/11/25,03/11/25,03/12/25,Bought To Cover,CALL QRVO   03/21/25    77.500,QRVO,--,1.0,1.25,-125.52,0.52,--,--
03/11/25,03/11/25,03/12/25,Bought To Cover,PUT  LAC    04/17/25     3.000,LAC,--,1.0,0.45,-45.52,0.52,--,--
03/11/25,03/11/25,03/12/25,Bought,TEXAS INSTRUMENTS UNSOLICITED TRADE,TXN,--,4.0,187.605,-750.42,0.0,--,--
03/11/25,03/11/25,03/12/25,Bought,TEXAS INSTRUMENTS UNSOLICITED TRADE,TXN,--,6.0,187.38,-1124.28,0.0,--,--
03/10/25,03/10/25,03/10/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,-1220.38,0.0,--,--
03/10/25,03/10/25,03/10/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,1220.38,0.0,--,--
03/10/25,03/10/25,03/10/25,Dividend,DNP SELECT INCOME INC,DNP,--,,,0.07,0.0,--,--
03/10/25,03/10/25,03/07/25,Option Assigned,PUT  STXS   04/17/25     5.000,STXS,--,1.0,,0.0,0.0,--,--
03/10/25,03/10/25,03/10/25,Bought,STEREOTAXIS INC,STXS,--,100.0,5.0,-500.0,0.0,--,--
03/07/25,03/07/25,03/10/25,Bought To Open,CALL STXS   03/21/25     2.500,STXS,--,1.0,0.04,-4.52,0.52,--,--
03/07/25,03/07/25,03/10/25,Bought To Open,CALL STXS   03/21/25     2.500,STXS,--,1.0,0.05,-5.52,0.52,--,--
03/07/25,03/07/25,03/10/25,Sold Short,CALL LAC    04/17/25     3.000,LAC,--,-1.0,0.36,35.47,0.53,--,--
03/07/25,03/07/25,03/10/25,Sold Short,CALL QRVO   03/21/25    77.500,QRVO,--,-1.0,2.12,211.47,0.53,--,--
03/07/25,03/07/25,03/10/25,Sold Short,CALL IBM    03/21/25   255.000,IBM,--,-1.0,9.65,964.45,0.55,--,--
03/07/25,03/07/25,03/10/25,Sold Short,CALL IBM    03/21/25   250.000,IBM,--,-1.0,12.9,1289.44,0.56,--,--
03/07/25,03/07/25,03/10/25,Sold Short,PUT  STXS   04/17/25     5.000,STXS,--,-1.0,3.1,309.47,0.53,--,--
03/07/25,03/07/25,03/10/25,Sold Short,PUT  STXS   03/21/25     2.500,STXS,--,-1.0,0.6,59.47,0.53,--,--
03/07/25,03/07/25,03/10/25,Sold Short,PUT  IBM    03/21/25   250.000,IBM,--,-1.0,2.1,209.47,0.53,--,--
03/07/25,03/07/25,03/10/25,Sold Short,PUT  STXS   04/17/25     5.000,STXS,--,-1.0,3.0,299.47,0.53,--,--
03/07/25,03/07/25,03/10/25,Sold Short,PUT  STXS   03/21/25     2.500,STXS,--,-1.0,0.55,54.47,0.53,--,--
03/07/25,03/07/25,03/10/25,Sold Short,PUT  QRVO   03/21/25    75.000,QRVO,--,-1.0,1.85,184.47,0.53,--,--
03/07/25,03/07/25,03/10/25,Sold Short,PUT  STXS   04/17/25     5.000,STXS,--,-1.0,3.1,309.47,0.53,--,--
03/07/25,03/07/25,03/10/25,Sold Short,PUT  IBM    03/21/25   255.000,IBM,--,-1.0,3.5,349.47,0.53,--,--
03/07/25,03/07/25,03/10/25,Sold Short,PUT  QRVO   03/21/25    75.000,QRVO,--,-1.0,1.8,179.47,0.53,--,--
03/07/25,03/07/25,03/10/25,Bought,CONFLUENT INC CLASS A UNSOLICITED TRADE,CFLT,--,1.0,26.82,-26.82,0.0,--,--
03/07/25,03/07/25,03/10/25,Bought,COSTCO WHOLESALE CORP NEW UNSOLICITED TRADE,COST,--,1.0,959.45,-959.45,0.0,--,--
03/07/25,03/07/25,03/10/25,Bought,HEWLETT PACKARD ENTERPRISE UNSOLICITED TRADE,HPE,--,1.0,15.72,-15.72,0.0,--,--
03/07/25,03/07/25,03/10/25,Bought To Cover,CALL PSEC   03/21/25     4.000,PSEC,--,10.0,0.39,-395.15,5.15,--,--
03/07/25,03/07/25,03/10/25,Sold Short,CALL PSEC   05/16/25     4.000,PSEC,--,-10.0,0.35,344.81,5.16,--,--
03/07/25,03/07/25,03/10/25,Sold Short,CALL PSEC   03/21/25     4.000,PSEC,--,-10.0,0.38,374.8,5.17,--,--
03/07/25,03/07/25,03/10/25,Sold Short,CALL PSEC   04/17/25     4.000,PSEC,--,-10.0,0.39,384.8,5.17,--,--
03/07/25,03/07/25,03/10/25,Sold Short,CALL PSEC   05/16/25     4.000,PSEC,--,-10.0,0.4,394.8,5.17,--,--
03/07/25,03/07/25,03/10/25,Sold Short,PUT  LAC    04/17/25     3.000,LAC,--,-1.0,0.28,27.47,0.53,--,--
03/07/25,03/07/25,03/10/25,Bought To Cover,CALL O      04/17/25    55.000,O,--,2.0,4.18,-837.03,1.03,--,--
03/07/25,03/07/25,03/10/25,Bought To Cover,PUT  LAC    03/21/25     3.000,LAC,--,1.0,0.18,-18.52,0.52,--,--
03/07/25,03/07/25,03/10/25,Sold Short,CALL O      06/20/25    57.500,O,--,-2.0,3.03,604.94,1.05,--,--
03/07/25,03/07/25,03/10/25,Bought To Cover,PUT  PSEC   04/17/25     5.500,PSEC,--,1.0,1.23,-123.52,0.52,--,--
03/07/25,03/07/25,03/10/25,Bought To Cover,PUT  PSEC   04/17/25     5.500,PSEC,--,1.0,1.21,-121.52,0.52,--,--
03/07/25,03/07/25,03/10/25,Bought To Cover,PUT  PSEC   04/17/25     5.500,PSEC,--,1.0,1.18,-118.52,0.52,--,--
03/07/25,03/07/25,03/10/25,Bought To Cover,PUT  PSEC   04/17/25     5.500,PSEC,--,2.0,1.2,-241.03,1.03,--,--
03/07/25,03/07/25,03/10/25,Bought To Cover,PUT  PSEC   04/17/25     5.500,PSEC,--,1.0,1.2,-120.52,0.52,--,--
03/06/25,03/06/25,03/06/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,9936.15,0.0,--,--
03/06/25,03/06/25,03/06/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-9936.15,0.0,--,--
03/06/25,03/06/25,03/06/25,Interest Income,MORGAN STANLEY BANK N.A. (Period 03/01-03/05),MSBNK,--,,,0.01,0.0,--,--
03/05/25,03/05/25,03/06/25,Bought,REALTY INCOME CORP UNSOLICITED TRADE,O,--,100.0,57.82,-5782.0,0.0,--,--
03/05/25,03/05/25,03/06/25,Sold Short,CALL O      04/17/25    57.500,O,--,-1.0,1.72,171.47,0.53,--,--
03/05/25,03/05/25,03/06/25,Sold Short,CALL O      04/17/25    55.000,O,--,-1.0,3.5,349.47,0.53,--,--
03/05/25,03/05/25,03/06/25,Bought,REALTY INCOME CORP UNSOLICITED TRADE,O,--,100.0,57.9,-5790.0,0.0,--,--
